0x5ae5be7b4cc7ba63 181107.600000
0x744ffd01a9598abc 180055.600000
0x8a26e45a4e483146 175374.600000
0x33f801b0e01fd753 182985.400000
0x25adbaaaee090d85 181261.800000
0xb3c47f542c2b11eb 179971.400000
0x636622b36d5edb67 177854.600000
0x67e7a2cdc90b50f8 181973.400000
0x3425358a93eafa30 140341.700000
0x0f3559052c7c973c 135810.300000
0x3443ef7a7381e45f 124396.100000
0x740e82144cf9067d 127646.900000
0xd814405b41a6dffb 130326.500000
0x0dd1ca63a1dcef66 118377.800000
0xa9957ca144c68749 128625.100000
0xa1bbb118b25f8a49 127746.200000
0xe0038e90cd2b552a 125605.200000
0x9e3a410b5ec64e69 125346.100000
0x4874e5426c4ff49c 125836.300000
0xd48e09114d69407e 120639.800000
0x153095b79388a8a9 128917.400000
0xb8fb6b7cc94e08b0 126482.800000
0x2a0c0036265e2ae5 126824.700000
0x1d91941b575c8c50 125593.000000
0x238e3977b71d64cf 129244.400000
0x619de659c700473a 130720.200000
0x71681f8d1ec4dd0d 127760.500000
0x40b675125b47c972 124845.800000
0xad1a1c564ef7d302 128324.200000
0x0bafe5c666ed18eb 125299.200000
0xc7cd051e0bf2dc4f 129629.500000
0xadfc2e728b320c6e 127874.000000
0xce36225013074b90 124616.700000
0x63d119fc4e13a52f 125747.900000
0x0babb7f14386f35f 125423.000000
0x2c42bbe5a99b8f14 122162.200000
0x8e19e7b0b95284d1 126261.200000
0x3c4535b1fc64b6bb 129409.300000
0xb55530f056b44125 124572.000000
0xb1512900e5eff69b 124422.400000
0x12933694348dd9db 124185.100000
0x122bbb9cb700369f 130365.500000
0xa7d67f6da6996dad 129702.400000
0x7f9ae27d9a0f3dc0 138160.500000
0x9abc3b3f372445d3 128168.300000
0xebc3a0e3b5d7c0b8 121386.800000
0x6e68a45390cd5b07 122197.900000
0x5392ead85b52b410 126729.700000
0xbe62722e18a1f409 122026.500000
0x0641c0afe8ca2693 133914.100000
0x89e24fa84d922f42 130014.200000
0xbba8029e6af73806 122308.400000
0x3322c8609bab5c2c 123331.800000
0x8d945d22c3225dee 128697.900000
0x5ae9f07aad54bdb6 122620.800000
0xe3f75c4f5c7bbfdf 127133.800000
0xedef3441a7d3db7a 129847.500000
0x0a869b784b7be3e8 126389.300000
0xeabc9b4cc75cebba 126167.500000
0xdf13e7e3253de807 125079.000000
0xbe03656ba7b37eec 130046.000000
0xc28b9b3c57cdea96 121584.800000
0x69fd0401359dc344 129921.800000
0x3f6ceae33151ca0a 126830.900000
0xd4fa29966c259b4f 123781.300000
0xfff81aca60ed9019 125784.800000
0xdbd7cd6251b7be30 127783.800000
0x43d6134ebf0515cc 135661.200000
0xf28573e386d7550a 128182.800000
0xc666b9b02e76729e 130164.400000
0xa686abf63df99731 124336.800000
0x80df4c64b9cbbe07 130338.500000
0xfd36951f86396d77 128453.300000
0x067feab55d24be4d 118818.900000
0x8c14122277f87bb9 124273.400000
0x50a02cd9477a24dc 125428.600000
0xfe67cab1e21c1c7b 133297.400000
0xcfa4f833ded9b9e6 127909.800000
0x2213b28ab23d1948 133089.700000
0xc201ac8f680561c0 129038.700000
0xe3ca1eef7c264b90 131210.800000
0x8c024a963339db3a 125401.300000
0xcc88e406857fadcb 133764.100000
0x82b66eee9e7b061f 126250.200000
0x6318ec83b85fccf0 137046.500000
0x289ca3f3415a86c1 132880.700000
0xec4372725bc048bb 120835.600000
0x9ae301b2d82441b7 126343.400000
0x77986d2c904a57d7 138328.300000
0xaa6f594fb9132703 121442.600000
0x946e621fe9175586 134532.100000
0xf79cc680abc6214c 131053.900000
0x0817a33380ab1039 133616.300000
0x3eb26257b748a7f8 127337.700000
0x8ac059468f22b056 127268.800000
0x71111ab82b6ec519 126202.100000
0x806f3b34fc5a2ca1 126470.100000
0x00796368eae3535f 124050.600000
0xcd93011db7781982 131611.900000
0x42d6f392d31f8d04 126012.900000
0xb45e1fc5a3f150f4 126106.600000
0x251ad3dd24edb217 130394.800000
0x91108dc387c7e9a8 134804.900000
0xf10bd573c3cd34f2 131594.500000
0x55b8c088a9bef729 139669.200000
0xb07c15252fc502b9 128721.600000
0x4ebc771252b65d3c 133125.900000
0xb1a7effd139874dc 129548.600000
0xa386d8c7ee0bca33 119214.900000
0x67ef8f15422d7f39 131465.800000
0x92db5007fb48db7b 129559.500000
0x49d9a4445b0a2b18 132948.000000
0x4a5d8f10ae904819 130042.100000
0x5832a8e078fa110b 128309.400000
0x871f880206c4f8cc 130474.600000
0xcb30f4a633265113 127815.300000
0x15ef7889487f7ac0 128507.900000
0x58542717e514348f 131547.500000
0x4911ef269c445638 133612.000000
0xb342de44387bd5ea 123269.500000
0x73393ee1dd1f6a60 127092.000000
0xe0a1db6cc5b362ff 128097.700000
0xdbc81361cb923a38 136740.200000
0x01731f35c1b03e48 131528.900000
0xa79ebe1175d09430 130925.500000
0x7cb0f13897fd0393 137906.200000
0x0ca02e46d4120f67 139612.500000
0x1bcc6711ba75eec9 138134.900000
0xa372db154fa0d4fa 133416.600000
0xd77a502fa6ab151a 133724.100000
0xf75bdf6599863907 128305.400000
0x3cf0fe8d1c2dfa88 134841.100000
0x67e58ebfd7638882 133191.900000
0xa7753a3af2414826 135542.500000
0xe42dc2437f5d6410 134675.400000
0x1dc6749c7aeb93a0 130388.800000
0x3fd67ed6af578e3d 119529.300000
0x19347ba4e646d426 128580.200000
0xd53e7aad96fcc68b 119606.100000
0xbc7088f74ac58fee 131908.300000
0x33d29a43c1e43969 135790.300000
0x090b83b749def839 125356.400000
0xcab0eb9b301e2b3c 132330.700000
0xb08abf176565402f 123383.700000
0xa98e3c7bf7087b53 126479.800000
0xbec353d0e39b78a6 124862.400000
0xcc600eebf66b21d8 133526.500000
0x948a4890bcbb9232 137947.000000
0xeab40b6e077c1322 136053.400000
0x24b9cbe16f0922bd 138206.400000
0x24f48fb802e8f61b 130975.100000
0x6cc296c0aa76333e 137372.300000
0x75ed052ffea9527f 130881.300000
0xc65820b632bcd51f 131533.400000
0x605144ccbd53ee1a 123268.100000
0x8386fea8a2945e98 125662.900000
0xb4a52dc2db921887 126712.700000
0x3d7834278636136f 126794.600000
0x4088cea33aa22771 120575.000000
0x90794259a2d8ba5c 128643.000000
0xb2f89d80235a001e 128475.500000
0x3408646f433643e2 123217.000000
0x398eab428b3652b2 120640.300000
